form,filing_date,report_date,accession_number,concept,concept_local,value_usd,context_ref,start_date,end_date,instant,dimensions,dimension_count,source_url,source_sha256
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,772000000.0,i127c5c05ded74178bdfa091b28fc6cba_D20200101-20200930,2020-01-01,2020-09-30,False,hii:TechnicalSolutionsMember|hii:GovernmentandenergyservicesMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,61000000.0,ide91ca1b5ef34567b6db503dcc21efd3_D20200701-20200930,2020-07-01,2020-09-30,False,hii:TechnicalSolutionsMember|hii:OilandgasservicesMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,14000000.0,i80a5592844934a95b915cb9f0bd75fcf_D20210101-20210930,2021-01-01,2021-09-30,False,hii:TechnicalSolutionsMember|hii:OilandgasservicesMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,185000000.0,i1331ab7397dd406dbc141df8a47e75c2_D20200101-20200930,2020-01-01,2020-09-30,False,hii:TechnicalSolutionsMember|hii:OilandgasservicesMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,394000000.0,i8f21bd11252145fbb07785a61068ab8b_D20210701-20210930,2021-07-01,2021-09-30,False,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,320000000.0,if5311e891dbd46e395e16ae75a058265_D20200701-20200930,2020-07-01,2020-09-30,False,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,890000000.0,i9f385720b2034e778173ff1ef2db287e_D20210101-20210930,2021-01-01,2021-09-30,False,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,957000000.0,ib642ec47930d45c5a251dd11c5d7b5e0_D20200101-20200930,2020-01-01,2020-09-30,False,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,-38000000.0,i0ff12111d7fa4cffb69d2f26eca93ebb_D20210701-20210930,2021-07-01,2021-09-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,-39000000.0,i397dd5de01f04c26a2de4678dcba87eb_D20200701-20200930,2020-07-01,2020-09-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,-114000000.0,i7d1d466db64645ecbd67097d31b116c5_D20210101-20210930,2021-01-01,2021-09-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,-100000000.0,i995c04234c984ec7b0f8144f64bb71f2_D20200101-20200930,2020-01-01,2020-09-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,2338000000.0,ia24962fb8510409f809e8b64a7dfc2a2_D20210701-20210930,2021-07-01,2021-09-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,2314000000.0,i8194da3517e848e8b6914be9bf747994_D20200701-20200930,2020-07-01,2020-09-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,6847000000.0,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,2021-01-01,2021-09-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,6604000000.0,i7c828a5ddfb34809ac1c2bcae734a4c5_D20200101-20200930,2020-01-01,2020-09-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:RevenueRemainingPerformanceObligation,RevenueRemainingPerformanceObligation,50100000000.0,ifaace755861848aab47e0acb36dc72c6_I20210930,,2021-09-30,True,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,628000000.0,ib4caff09a0cd422faa855bfe48fa62f3_D20210701-20210930,2021-07-01,2021-09-30,False,hii:IngallsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,675000000.0,i00ae3ff302cc46ef8542ece8b4e529b7_D20200701-20200930,2020-07-01,2020-09-30,False,hii:IngallsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,1947000000.0,i004a28a1041f46f2a8220a442342cb26_D20210101-20210930,2021-01-01,2021-09-30,False,hii:IngallsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,1926000000.0,iecc4bca66cfb4da090ea7373da4d47ac_D20200101-20200930,2020-01-01,2020-09-30,False,hii:IngallsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,1354000000.0,ie0a058f6f3444771a7ca74c4e515bc49_D20210701-20210930,2021-07-01,2021-09-30,False,hii:NewportNewsShipbuildingMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,1358000000.0,i310cacefdd1a4e06aac135bd270cfaea_D20200701-20200930,2020-07-01,2020-09-30,False,hii:NewportNewsShipbuildingMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,4124000000.0,i8eb160cf30a4413c9001069d5397268b_D20210101-20210930,2021-01-01,2021-09-30,False,hii:NewportNewsShipbuildingMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,3821000000.0,i6377a591deec4b4b9ff71eed5bcee141_D20200101-20200930,2020-01-01,2020-09-30,False,hii:NewportNewsShipbuildingMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,394000000.0,i8f21bd11252145fbb07785a61068ab8b_D20210701-20210930,2021-07-01,2021-09-30,False,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,320000000.0,if5311e891dbd46e395e16ae75a058265_D20200701-20200930,2020-07-01,2020-09-30,False,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,890000000.0,i9f385720b2034e778173ff1ef2db287e_D20210101-20210930,2021-01-01,2021-09-30,False,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,957000000.0,ib642ec47930d45c5a251dd11c5d7b5e0_D20200101-20200930,2020-01-01,2020-09-30,False,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,-38000000.0,i0ff12111d7fa4cffb69d2f26eca93ebb_D20210701-20210930,2021-07-01,2021-09-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,-39000000.0,i397dd5de01f04c26a2de4678dcba87eb_D20200701-20200930,2020-07-01,2020-09-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,-114000000.0,i7d1d466db64645ecbd67097d31b116c5_D20210101-20210930,2021-01-01,2021-09-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,-100000000.0,i995c04234c984ec7b0f8144f64bb71f2_D20200101-20200930,2020-01-01,2020-09-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,2338000000.0,ia24962fb8510409f809e8b64a7dfc2a2_D20210701-20210930,2021-07-01,2021-09-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,2314000000.0,i8194da3517e848e8b6914be9bf747994_D20200701-20200930,2020-07-01,2020-09-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,6847000000.0,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,2021-01-01,2021-09-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Revenues,Revenues,6604000000.0,i7c828a5ddfb34809ac1c2bcae734a4c5_D20200101-20200930,2020-01-01,2020-09-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,62000000.0,ib4caff09a0cd422faa855bfe48fa62f3_D20210701-20210930,2021-07-01,2021-09-30,False,hii:IngallsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,62000000.0,i00ae3ff302cc46ef8542ece8b4e529b7_D20200701-20200930,2020-07-01,2020-09-30,False,hii:IngallsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,233000000.0,i004a28a1041f46f2a8220a442342cb26_D20210101-20210930,2021-01-01,2021-09-30,False,hii:IngallsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,185000000.0,iecc4bca66cfb4da090ea7373da4d47ac_D20200101-20200930,2020-01-01,2020-09-30,False,hii:IngallsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,88000000.0,ie0a058f6f3444771a7ca74c4e515bc49_D20210701-20210930,2021-07-01,2021-09-30,False,hii:NewportNewsShipbuildingMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,79000000.0,i310cacefdd1a4e06aac135bd270cfaea_D20200701-20200930,2020-07-01,2020-09-30,False,hii:NewportNewsShipbuildingMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,257000000.0,i8eb160cf30a4413c9001069d5397268b_D20210101-20210930,2021-01-01,2021-09-30,False,hii:NewportNewsShipbuildingMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,105000000.0,i6377a591deec4b4b9ff71eed5bcee141_D20200101-20200930,2020-01-01,2020-09-30,False,hii:NewportNewsShipbuildingMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,13000000.0,i8f21bd11252145fbb07785a61068ab8b_D20210701-20210930,2021-07-01,2021-09-30,False,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,21000000.0,if5311e891dbd46e395e16ae75a058265_D20200701-20200930,2020-07-01,2020-09-30,False,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,33000000.0,i9f385720b2034e778173ff1ef2db287e_D20210101-20210930,2021-01-01,2021-09-30,False,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,23000000.0,ib642ec47930d45c5a251dd11c5d7b5e0_D20200101-20200930,2020-01-01,2020-09-30,False,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,163000000.0,i7d4b8a0eb47048c6bfdd4beb907a4f20_D20210701-20210930,2021-07-01,2021-09-30,False,us-gaap:OperatingSegmentsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,162000000.0,i2b4cbbc9065a47b7a796d83f05809da1_D20200701-20200930,2020-07-01,2020-09-30,False,us-gaap:OperatingSegmentsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,523000000.0,ia313b61dfcc64ed18e72635bc6cb687b_D20210101-20210930,2021-01-01,2021-09-30,False,us-gaap:OperatingSegmentsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,313000000.0,i3abf7acdc4ac4f4c92ec632e34fc0f67_D20200101-20200930,2020-01-01,2020-09-30,False,us-gaap:OperatingSegmentsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,118000000.0,ia24962fb8510409f809e8b64a7dfc2a2_D20210701-20210930,2021-07-01,2021-09-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,222000000.0,i8194da3517e848e8b6914be9bf747994_D20200701-20200930,2020-07-01,2020-09-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,393000000.0,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,2021-01-01,2021-09-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:OperatingIncomeLoss,OperatingIncomeLoss,494000000.0,i7c828a5ddfb34809ac1c2bcae734a4c5_D20200101-20200930,2020-01-01,2020-09-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,143000000.0,ifaace755861848aab47e0acb36dc72c6_I20210930,,2021-09-30,True,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,137000000.0,i18d81aad9ee448cca1ac46aa613d13b8_I20201231,,2020-12-31,True,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Goodwill,Goodwill,175000000.0,if3e54b21747444c09a440d68a706990f_I20201231,,2020-12-31,True,hii:IngallsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Goodwill,Goodwill,721000000.0,i1961ac6e91644102a95a59b63eed0a39_I20201231,,2020-12-31,True,hii:NewportNewsShipbuildingMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Goodwill,Goodwill,721000000.0,i978c97bff65846e0b944cea529236080_I20201231,,2020-12-31,True,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Goodwill,Goodwill,1617000000.0,i18d81aad9ee448cca1ac46aa613d13b8_I20201231,,2020-12-31,True,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Goodwill,Goodwill,175000000.0,ib26e87fce95d4f149f418c71318635a8_I20210930,,2021-09-30,True,hii:IngallsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Goodwill,Goodwill,721000000.0,i63ad2a0fc049405fab9f19bb845e55a5_I20210930,,2021-09-30,True,hii:NewportNewsShipbuildingMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Goodwill,Goodwill,1788000000.0,i5fcc5e05530c462db1e5e66106d3d3ff_I20210930,,2021-09-30,True,hii:TechnicalSolutionsMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,us-gaap:Goodwill,Goodwill,2684000000.0,ifaace755861848aab47e0acb36dc72c6_I20210930,,2021-09-30,True,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
